[Saturday/June 08/06/2024 19:40:24] /home/mha/Videos/Udemy - React - The Complete Guide 2023 (incl. React Router & Redux) 2023-11/02 - JavaScript Refresher/001 Module Introduction.mp4 | length=109.952 | time=1.9716666666667
[Tuesday/June 11/06/2024 13:51:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/labplot-zoom-select-x.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/labplot-zoom-select-y.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/labplot-zoom-select.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/languages.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lastfm-neighbour.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lastfm-personal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lastfm-recommended.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:51:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lastfm-tag.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-bottom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-delete.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-duplicate.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-lower.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-next.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-previous.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-raise.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-rename.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-top.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-visible-off.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/layer-visible-on.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/libpeas-plugin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/license.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lighttable.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lighttableadd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lines-connector.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/link.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-add-font.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-add-user.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-add.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-remove-user.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-remove.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/list-resource-add.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/lock.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/love-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/love.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-attachment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-deleted.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-encrypted-full.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-encrypted-part.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-encrypted.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-flag.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-forward-attachment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-forward-custom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-forward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-forwarded-replied.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-forwarded.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-invitation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-important.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-junk.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-notjunk.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-read.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-task.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-unread-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-mark-unread.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-meeting-request-reply.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-message-new-list.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-message-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-message.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-queue.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-queued.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-read.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-receive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-replied.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-all.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-author.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:52:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-custom-all.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-custom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-list.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-reply-sender.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-send.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-sent.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signature-unknown.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signed-full.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signed-fully.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signed-part.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signed-verified.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-signed.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-tagged.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-task.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-thread-ignored.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-thread-watch.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-unread-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mail-unread.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/makeidx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/markasblank.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math0.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math1.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math2.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math7.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/math9.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mathmode.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/measure.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-album-cover-manager-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-album-cover.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-album-repeat-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-album-track.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-eject.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-import-audio-cd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-mount.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playback-pause.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playback-start.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playback-stop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playlist-append.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playlist-play.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playlist-repeat-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playlist-repeat.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-playlist-shuffle.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-random-albums-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-random-tracks-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-record.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-album-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-all.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-none.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-playlist-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-single.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-repeat-track-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-seek-backward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-seek-forward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-show-active-track-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-skip-backward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-skip-forward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-standard-track-progression-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:53:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-track-add-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-track-edit-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-track-queue-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-track-remove-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-track-show-active.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/media-write-cd.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/medskip.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/meeting-attending-tentative.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/meeting-attending.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/meeting-participant-no-response.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/meeting-participant-request-response.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/menu_new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/merge.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mergecell-horizontal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mergecell-vertical.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mergecell.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/message-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/messagebox_warning.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/milestone.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/minuet-chords.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/minuet-intervals.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/minuet-rhythms.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/minuet-scales.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mode1.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mode2.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mode3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mode4.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mode5.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/modified.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/mpost.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/msgid2msgstr.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/multirow.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/music-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/network-connect.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/network-disconnect.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/new-audio-alarm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/news-subscribe.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/news-unsubscribe.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/nocover.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-add.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-break.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-delete-segment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-delete.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-join-segment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-join.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-segment-curve.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-segment-line.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-transform.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-type-auto-smooth.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-type-cusp.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-type-smooth.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node-type-symmetric.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/node.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/note.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/notifications-disabled.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/notifications.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-horizontal-center-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-horizontal-left-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-horizontal-right-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:54:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-vertical-bottom-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-vertical-bottom-top-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-vertical-center-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-align-vertical-top-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-columns.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-fill.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-flip-horizontal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-flip-vertical.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-group-calligra.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-group.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-hidden.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:55:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/object-locked.svg | length=0 | time=0
